 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.04.20 at 19:21
 
 Files :
 -------
   1 : EV Data
   2 : EV Graphics
   3 : EV Ships
   4 : EV Sounds
   5 : EV Titles
   6 : Nova Essentials
   7 : Nova Music
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 1678
 --------------------------

    bööm Found    : 3
    chär Found    : 1
    cölr Found    : 1
    crön Found    : 0
    dësc Found    : 648
    düde Found    : 67
    flët Found    : 19
    gövt Found    : 25
    ïntf Found    : 1
    jünk Found    : 19
    mïsn Found    : 116
    nëbu Found    : 2
    oütf Found    : 53
    öops Found    : 52
    përs Found    : 220
    ränk Found    : 0
    röid Found    : 16
    shän Found    : 27
    shïp Found    : 27
    spïn Found    : 83
    spöb Found    : 107
    sÿst Found    : 108
    wëap Found    : 25
    STR  Found    : 0
    STR# Found    : 58
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin bööm
"Type"	"ID"	"Name"	"File"	"FrameAdvance"	"SoundIndex"	"GraphicIndex"	"EOR"
bööm	128	"FAE Small"	"Nova Essentials"	100	2	0	"•"
bööm	129	"FAE Medium"	"Nova Essentials"	100	1	1	"•"
bööm	130	"FAE Large"	"Nova Essentials"	100	0	2	"•"
• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	".Trader"	"EV Data"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	20000	8200	-1	-1	-1	45	-1	-1	-1	""	0x0001	4	5	2246	""	""	"•"
• Begin cölr
"Type"	"ID"	"Name"	"File"	"ButtonUp"	"ButtonDown"	"ButtonGrey"	"MenuFont"	"MenuFontSize"	"MenuColor1"	"MenuColor2"	"GridBright"	"GridDim"	"ProgArea.left"	"ProgArea.top"	"ProgArea.right"	"ProgArea.bottom"	"ProgBright"	"ProgDim"	"ProgOutline"	"Button1x"	"Button1y"	"Button2x"	"Button2y"	"Button3x"	"Button3y"	"Button4x"	"Button4y"	"Button5x"	"Button5y"	"Button6x"	"Button6y"	"FloatingMap"	"ListText"	"ListBkgnd"	"ListHilite"	"EscortHilite"	"ButtonFont"	"ButtonFontSz"	"LogoX"	"LogoY"	"RolloverX"	"RolloverY"	"SliderX1"	"SliderY1"	"SliderX2"	"SliderY2"	"SliderX3"	"SliderY3"	"EOR"
cölr	128	"EV Colors"	"EV Titles"	#FFFFFF	#00FF00	#000000	"Geneva"	9	#00FF00	#008200	#00FF00	#404040	-100	280	100	290	#00FF00	#008200	#404040	272	388	272	460	272	528	520	388	520	460	520	528	#0C0C0C	#FFFFFF	#000000	#008200	#008200	"Crillee"	12	276	132	8448	8416	272	388	272	460	272	528	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
shän	133	"Frigate"	"EV Ships"	1010	1011	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	134	"Cruiser"	"EV Ships"	1012	1013	1	72	72	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	135	"Patrol Ship"	"EV Ships"	1014	1015	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	136	"Rapier"	"EV Ships"	1016	1017	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	137	"Lightning"	"EV Ships"	1020	1021	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	138	"Defender"	"EV Ships"	1006	1007	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	139	"Executive Transport"	"EV Ships"	1008	1009	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	140	"Liner"	"EV Ships"	1018	1019	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	141	"Rebel Destroyer"	"EV Ships"	1024	1025	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	142	"Rebel Cruiser"	"EV Ships"	1026	1027	1	64	64	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	143	"Kestrel"	"EV Ships"	1030	1031	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	144	"Manta"	"EV Ships"	1032	1033	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	145	"Scoutship"	"EV Ships"	1034	1035	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	146	"Corvette"	"EV Ships"	1036	1037	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	147	"Gunboat"	"EV Ships"	1040	1041	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	148	"Hawk"	"EV Ships"	1042	1043	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	149	"Alien Fighter"	"EV Ships"	1044	1045	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	150	"Alien Cruiser"	"EV Ships"	1046	1047	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	151	"Clipper"	"EV Ships"	1048	1049	1	32	32	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	152	"Kestrel"	"EV Ships"	1030	1031	1	48	48	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	153	"Escort Carrier"	"EV Ships"	1004	1005	1	72	72	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
shän	895	"Escape Pod"	"EV Ships"	1038	1039	1	16	16	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	-1	-1	0	0	0x0000	0	0	36	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"•"
• Begin shïp
"Type"	"ID"	"Name"	"File"	"holds"	"Shield"	"Accel"	"Speed"	"Maneuver"	"Fuel"	"freeMass"	"Armor"	"ShieldRegen"	"WType_1"	"WType_2"	"WType_3"	"WType_4"	"WCount_1"	"WCount_2"	"WCount_3"	"WCount_4"	"Ammo_1"	"Ammo_2"	"Ammo_3"	"Ammo_4"	"MaxGun"	"MaxTur"	"TechLevel"	"Cost"	"DeathDelay"	"ArmorRech"	"Explode1"	"Explode2"	"DispWeight"	"Mass"	"Length"	"InherentAI"	"Crew"	"Strength"	"InherentGovt"	"Flags"	"PodCount"	"DefaultItems_1"	"DefaultItems_2"	"DefaultItems_3"	"DefaultItems_4"	"ItemCount_1"	"ItemCount_2"	"ItemCount_3"	"ItemCount_4"	"FuelRegen"	"SkillVar"	"Flags2"	"Contributes0"	"Contributes1"	"Availability"	"AppearOn"	"OnPurchase"	"Deionize"	"IonizeMax"	"KeyCarried"	"DefaultItems2_1"	"DefaultItems2_2"	"DefaultItems2_3"	"DefaultItems2_4"	"ItemCount2_1"	"ItemCount2_2"	"ItemCount2_3"	"ItemCount2_4"	"Require0"	"Require1"	"BuyRandom"	"HireRandom"	"OnCapture"	"OnRetire"	"ShortName"	"CommName"	"LongName"	"MovieFile"	"WType2_1"	"WType2_2"	"WType2_3"	"WType2_4"	"WCount2_1"	"WCount2_2"	"WCount2_3"	"WCount2_4"	"Ammo2_1"	"Ammo2_2"	"Ammo2_3"	"Ammo2_4"	"SubTitle"	"Flags3"	"UpgradeTo"	"EscUpgrdCost"	"EscSellValue"	"EscortType"	"EOR"
shïp	128	"Shuttlecraft"	"EV Data"	20	180	870	550	40	400	15	100	50	-1	-1	-1	-1	0	0	0	0	0	0	0	0	3	0	1	10000	45	0	0	1	100	30	8	1	1	1	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	1	5	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Shuttlecraft"	"Shuttle"	"Rendelli StarDrive 805R cargo shuttle"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	129	"Light Freighter"	"EV Data"	150	150	380	250	20	300	50	300	15	133	-1	-1	-1	1	0	0	0	0	0	0	0	0	1	1	280000	60	0	0	2	95	200	50	1	19	95	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	2	7	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Lt. Freighter"	"Freighter"	"Allied Shipyards AS129 light freighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	130	"Bulk Freighter"	"EV Data"	500	100	250	160	10	1000	150	250	4	133	-1	-1	-1	1	0	0	0	0	0	0	0	0	1	9999	120000	120	0	0	1002	90	800	250	1	32	160	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	3	12	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	0	0	""	""	"Bulk Freighter"	"Freighter"	"Allied Shipyards AS1300 bulk freighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	131	"Courier"	"EV Data"	50	150	620	500	40	800	30	250	50	133	-1	-1	-1	1	0	0	0	0	0	0	0	2	1	1	180000	50	0	0	1	85	75	15	1	10	50	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	3	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Courier"	"Courier"	"Metroworks V7 courier"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	132	"Argosy"	"EV Data"	130	350	500	400	30	400	60	400	36	133	-1	-1	-1	2	0	0	0	0	0	0	0	3	2	3	750000	90	0	0	1001	80	215	52	2	28	80	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	4	8	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Argosy"	"Freighter"	"CDX Starworks Argosy"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	133	"Confederate Frigate"	"EV Data"	50	2500	750	300	20	300	60	500	104	134	139	131	132	2	1	2	2	0	4	6	10	6	3	5001	5000000	120	0	1	1002	0	350	80	3	217	1085	128	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	"b66"	""	""	10	25	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Frigate"	"Frigate"	"Terran Naval Yards FF-4237 frigate"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	134	"Confederate Cruiser"	"EV Data"	75	8000	380	300	10	400	100	1000	222	134	131	129	136	4	2	4	1	0	14	0	4	8	4	5001	20000000	180	0	2	1002	0	1000	250	3	1029	5145	128	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	"b66"	""	""	10	25	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Cruiser"	"Cruiser"	"Terran Naval Yards CR-1095 heavy cruiser"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	135	"Confed Patrol Ship"	"EV Data"	5	200	870	700	40	200	5	1	111	130	132	-1	-1	4	1	0	0	0	2	0	0	4	0	5001	700000	45	0	0	1000	0	11	10	3	1	1	128	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0001	0x00000000	0x00000000	"b66"	""	""	3	5	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Patrol Ship"	"Fighter"	"Terran Naval Yards P-361 patrol fighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	136	"Rapier"	"EV Data"	15	350	870	600	40	400	20	150	159	130	143	131	139	4	1	1	1	-1	-1	6	6	4	1	3	1200000	59	0	1	1001	65	15	12	3	2	2	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	3	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Rapier"	"Fighter"	"CDX Starworks F/A-927E Rapier attack fighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	137	"Lightning"	"EV Data"	5	250	1250	700	50	500	15	50	138	128	139	132	141	4	1	2	1	0	2	4	40	5	1	3	1000000	45	0	0	0	60	12	10	3	1	1	-1	0x0004	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0021	0x00000000	0x00000000	""	""	""	3	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Lightning"	"Fighter"	"Blazitron Industries F-563 Lightning fighter-bomber"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	138	"Defender"	"EV Data"	1	100	1500	1000	60	300	5	1	111	128	-1	-1	-1	3	0	0	0	0	0	0	0	3	0	2	100000	30	0	0	0	0	9	8	3	1	1	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0001	0x00000000	0x00000000	""	""	""	9	2	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Defender"	"Fighter"	"CDX Starworks I-287B Defender"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	139	"Executive Transport"	"EV Data"	10	100	620	600	30	300	10	50	40	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	1	90000	45	0	0	1	0	35	10	1	2	2	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	"b67"	""	""	4	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"VIP Transport"	"Transport"	"Krydanti Systems Mk. VI executive transport"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	140	"Luxury Liner"	"EV Data"	20	300	370	300	10	400	30	200	16	133	-1	-1	-1	1	0	0	0	0	0	0	0	0	2	9999	1000000	120	0	0	1001	30	300	180	1	65	325	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	0	0	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	0	0	""	""	"Liner"	"Liner"	"Centauri Spacelines luxury liner"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	141	"Rebel Destroyer"	"EV Data"	30	2000	1120	600	30	400	80	500	200	134	139	131	132	2	1	2	2	0	6	12	10	5	4	5000	2800000	120	0	2	1003	0	240	52	3	115	575	129	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	"b61"	""	""	5	5	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Destroyer"	"Destroyer"	"Rebel Destroyer"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	142	"Rebel Cruiser"	"EV Data"	600	5000	560	400	20	500	120	800	277	134	139	132	137	3	1	2	1	0	8	20	4	7	4	5000	14000000	180	0	3	1003	0	850	280	3	527	2635	129	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	"b61"	""	""	6	10	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Cruiser"	"Cruiser"	"Rebel Cruiser"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	143	"Kestrel"	"EV Data"	80	1300	750	450	30	500	120	500	108	131	134	132	138	1	2	2	1	4	0	10	2	6	3	5	10000000	120	0	3	1003	10	230	80	3	196	980	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	14	5	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Kestrel"	"Kestrel"	"Atinoda Kestrel escort frigate"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	144	"Manta"	"EV Data"	3	200	1250	850	60	200	5	1	111	144	-1	132	-1	3	0	1	0	0	0	2	0	4	0	5000	180000	45	0	0	1	0	9	8	3	1	1	129	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0001	0x00000000	0x00000000	"b61"	""	""	6	4	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Manta"	"Fighter"	"Astrotech Space Industries Model 37B Manta light fighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	145	"Scoutship"	"EV Data"	40	300	750	550	40	900	35	50	83	128	-1	-1	-1	2	0	0	0	0	0	0	0	4	0	1	80000	50	0	0	1001	0	50	18	2	2	2	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	3	5	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Scoutship"	"Scoutship"	"Krydanti Systems Mk. XVII scoutship"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	146	"Corvette"	"EV Data"	60	700	810	600	30	400	50	300	87	141	133	132	139	1	2	2	1	60	0	8	4	5	2	4	2500000	90	0	1	1002	40	135	30	3	37	185	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	8	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Corvette"	"Corvette"	"Maskirovka IPV-1 Corvette"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	147	"Confed Gunboat"	"EV Data"	5	200	870	500	30	300	5	50	83	128	132	139	-1	2	1	1	0	0	4	2	0	3	0	5001	900000	55	0	0	2	0	15	12	3	2	2	173	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0001	0x00000000	0x00000000	"b66"	""	""	4	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	100	100	""	""	"Gunboat"	"Fighter"	"Terran Naval Yards G-564 missile gunboat"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0100	-1	0	0	-1	"•"
shïp	148	"Hawk"	"EV Data"	3	230	1120	700	50	100	10	1	127	128	132	-1	-1	4	1	0	0	0	2	0	0	4	0	9999	0	45	0	0	0	0	10	9	3	1	1	-1	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0001	0x00000000	0x00000000	""	""	""	10	6	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	0	0	""	""	"Hawk"	"Fighter"	"Mastech F-5 Hawk light fighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	149	"Alien Fighter"	"EV Data"	10	5000	1800	1000	60	1000	10	1	2083	147	148	-1	-1	1	1	0	0	0	2	0	0	8	0	9999	0	60	0	-1	2	0	18	15	3	8	40	140	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	0	0	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	0	0	""	""	"Alien"	"Fighter"	"alien fighter"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
shïp	150	"Alien Cruiser"	"EV Data"	50	15000	1200	700	20	20000	60	1	-125	151	152	148	-1	1	1	4	0	3	0	80	0	12	4	9999	0	512	0	0	1002	0	600	120	3	650	3250	140	0x0000	0	-1	-1	-1	-1	0	0	0	0	0	0	0x0000	0x00000000	0x00000000	""	""	""	0	0	0	-1	-1	-1	-1	0	0	0	0	0x00000000	0x00000000	0	0	""	""	"Alien"	"Cruiser"	"alien cruiser"	""	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	""	0x0000	-1	0	0	-1	"•"
